iupac_name,smiles
ammonium nitrate,[NH4+].[N+](=O)([O-])[O-]
potassium nitrate,[N+](=O)([O-])[O-].[K+]
sodium nitrate,[N+](=O)([O-])[O-].[Na+]
sodium nitrite,N(=O)[O-].[Na+]
potassium chlorate,[O-]Cl(=O)=O.[K+]
sodium chlorate,[O-]Cl(=O)=O.[Na+]
sulfuric acid,OS(=O)(=O)O
hydrochloric acid,Cl
nitric acid,[N+](=O)(O)[O-]
phosphoric acid,OP(=O)(O)O
hydrofluoric acid,F
perchloric acid,OCl(=O)(=O)=O
hydrobromic acid,Br
carbonic acid,C(=O)(O)O
carbon dioxide,C(=O)=O
carbon monoxide,[C-]#[O+]
nitrogen,N#N
oxygen,O=O
argon,[Ar]
helium,[He]
neon,[Ne]
krypton,[Kr]
xenon,[Xe]
fluorine,FF
chlorine,ClCl
bromine,BrBr
ammonia,N
nitrous oxide,[N-]=[N+]=O
nitrogen dioxide,N(=O)[O]
sulfur dioxide,O=S=O
sulfur trioxide,O=S(=O)=O
hydrogen chloride,Cl
hydrogen bromide,Br
hydrogen fluoride,F
phosphane,P
arsane,[AsH3]
silane,[SiH4]
borane,B
stibane,[SbH3]
hydrogen cyanide,C#N
dinitrogen tetroxide,[N+](=O)([N+](=O)[O-])[O-]
sodium cyanide,[C-]#N.[Na+]
potassium cyanide,[C-]#N.[K+]
carbononitridic chloride,C(#N)Cl
sodium azide,[N-]=[N+]=[N-].[Na+]
"benzene-1,2-diol",C1=CC=C(C(=C1)O)O
"benzene-1,3-diol",C1=CC(=CC(=C1)O)O
"benzene-1,4-diol",C1=CC(=CC=C1O)O
"benzene-1,2,3-triol",C1=CC(=C(C(=C1)O)O)O
"benzene-1,3,5-triol",C1=C(C=C(C=C1O)O)O
4-nitrophenol,C1=CC(=CC=C1[N+](=O)[O-])O
2-nitrophenol,C1=CC=C(C(=C1)[N+](=O)[O-])O
4-chlorophenol,C1=CC(=CC=C1O)Cl
2-chlorophenol,C1=CC=C(C(=C1)O)Cl
methyl methanoate,COC=O
methyl ethanoate,CC(=O)OC
ethyl ethanoate,CCOC(=O)C
propyl ethanoate,CCCOC(=O)C
butyl ethanoate,CCCCOC(=O)C
pentyl ethanoate,CCCCCOC(=O)C
methyl propanoate,CCC(=O)OC
ethyl propanoate,CCC(=O)OCC
methyl butanoate,CCCC(=O)OC
ethyl butanoate,CCCC(=O)OCC
methyl benzoate,COC(=O)C1=CC=CC=C1
ethyl benzoate,CCOC(=O)C1=CC=CC=C1
phenyl ethanoate,
benzyl ethanoate,CC(=O)OCC1=CC=CC=C1
dimethyl carbonate,COC(=O)OC
diethyl carbonate,CCOC(=O)OCC
dimethyl oxalate,COC(=O)C(=O)OC
diethyl oxalate,CCOC(=O)C(=O)OCC
dimethyl propanedioate,COC(=O)CC(=O)OC
diethyl propanedioate,CCOC(=O)CC(=O)OCC
methyl 2-hydroxybenzoate,COC(=O)C1=CC=CC=C1O
piperidine,C1CCNCC1
piperazine,C1CNCCN1
pyrrolidine,C1CCNC1
azetidine,C1CNC1
morpholine,C1COCCN1
aziridine,C1CN1
pyridine,C1=CC=NC=C1
2-methylpyridine,CC1=CC=CC=N1
3-methylpyridine,CC1=CN=CC=C1
4-methylpyridine,CC1=CC=NC=C1
"2,6-dimethylpyridine",CC1=NC(=CC=C1)C
pyrimidine,C1=CN=CN=C1
pyrazine,C1=CN=CC=N1
pyridazine,C1=CC=NN=C1
"1,3,5-triazine",C1=NC=NC=N1
quinoline,C1=CC=C2C(=C1)C=CC=N2
isoquinoline,C1=CC=C2C=NC=CC2=C1
acridine,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2
quinoxaline,C1=CC=C2C(=C1)N=CC=N2
quinazoline,C1=CC=C2C(=C1)C=NC=N2
1H-pyrrole,C1=CNC=C1
1H-imidazole,C1=CN=CN1
"1H-1,2,4-triazole",C1=NC=NN1
"1,2,3-triazole",C1=NNN=C1
1H-indole,C1=CC=C2C(=C1)C=CN2
"2,3-dihydro-1H-indole",C1CNC2=CC=CC=C21
1H-benzimidazole,C1=CC=C2C(=C1)NC=N2
"1,3-benzoxazole",C1=CC=C2C(=C1)N=CO2
"1,3-benzothiazole",C1=CC=C2C(=C1)N=CS2
1-benzofuran,C1=CC=C2C(=C1)C=CO2
pteridine,C1=CN=C2C(=N1)C=NC=N2
9H-xanthene,C1C2=CC=CC=C2OC3=CC=CC=C31
"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione",CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O
"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol",CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
"5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid",C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
pyridine-3-carboxylic acid,C1=CC(=CN=C1)C(=O)O
"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraen-1-ol",CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
"(2R)-2-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-2H-furan-5-one",C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O
(2S)-2-[[4-[(2-amino-4-oxo-3H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
1-methyl-4-prop-1-en-2-ylcyclohexene,CC1=CCC(CC1)C(=C)C
5-methyl-2-propan-2-ylcyclohexan-1-ol,CC1CCC(C(C1)O)C(C)C
"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC1(C2CCC1(C(=O)C2)C)C
5-methyl-2-propan-2-ylphenol,CC1=CC(=C(C=C1)C(C)C)O
2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,CC1=CCC(CC1=O)C(=C)C
"1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",CC1(C2CCC1(C(C2)O)C)C
"(2E)-3,7-dimethylocta-2,6-dien-1-ol",CC(=CCC/C(=C/CO)/C)C
"3,7-dimethylocta-1,6-dien-3-ol",CC(=CCCC(C)(C=C)O)C
"(2E)-3,7-dimethylocta-2,6-dienal",CC(=CCC/C(=C/C=O)/C)C
2-methoxy-4-prop-2-enylphenol,COC1=C(C=CC(=C1)CC=C)O
4-hydroxy-3-methoxybenzaldehyde,COC1=C(C=CC(=C1)C=O)O
(E)-3-phenylprop-2-enal,C1=CC=C(C=C1)/C=C/C=O
chromen-2-one,C1=CC=C2C(=C1)C=CC(=O)O2
"5-prop-2-enyl-1,3-benzodioxole",C=CCC1=CC2=C(C=C1)OCO2
1-methoxy-4-prop-2-enylbenzene,COC1=CC=C(C=C1)CC=C
(5R)-5-methyl-2-propan-2-ylidenecyclohexan-1-one,C[C@@H]1CCC(=C(C)C)C(=O)C1
"2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",CC1=CCC2CC1C2(C)C
"6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane",CC1(C2CCC(=C)C1C2)C
"7-methyl-3-methylideneocta-1,6-diene",CC(=CCCC(=C)C=C)C
"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol",CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C
(2R)-6-methyl-2-[(1R)-4-methylcyclohex-3-en-1-yl]hept-5-en-2-ol,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O
"(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaene",CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
"(3S,9S,10R,13R,14R,17R)-17-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C
"(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one",C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3
"3,4,5-trihydroxybenzoic acid",C1=C(C=C(C(=C1O)O)O)C(=O)O
"6,7,13,14-tetrahydroxy-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaene-3,10-dione",C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",C1=CC(=C(C=C1/C=C/C(=O)O)O)O
"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
"3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
"2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
"5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
"(2R,3S)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
"5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol",C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O
"(1E,6E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
(E)-N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnon-6-enamide,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC
"16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene",COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
"(4R,4aR,7S,7aR,12bS)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",
"(4R,4aR,7S,7aR,12bS)-9-methoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O
"(R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
"[(1S,5R)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate",
"(3S,4R)-3-ethyl-4-[(3-methylimidazol-4-yl)methyl]oxolan-2-one",CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C
"1,3-dimethyl-7H-purine-2,6-dione",CN1C2=C(C(=O)N(C1=O)C)NC=N2
"3,7-dimethylpurine-2,6-dione",CN1C=NC2=C1C(=O)NC(=O)N2C
"(4aR,5aS,8aR,13aS,15aS,15bR)-4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinolin-14-one",C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75
"(4aR,5aS,8aR,13aS,15aS,15bR)-10,11-dimethoxy-4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinolin-14-one",COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC
3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,CN1CCC[C@H]1C2=CN=CC=C2
"methyl (1R,2R,3S,5S)-3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate",CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC
"N-[(7S)-1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl]acetamide",CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
"[(1S,2R,3R,4R,5R,6S,7S,8R,9R,13R,14R,16S,17S,18R)-8-acetyloxy-11-ethyl-5,7,14-trihydroxy-6,16,18-trimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] benzoate",CCN1C[C@@]2([C@@H](C[C@@H]([C@@]34[C@@H]2[C@H]([C@@H](C31)[C@@]5([C@@H]6[C@H]4C[C@@]([C@@H]6OC(=O)C7=CC=CC=C7)([C@H]([C@@H]5O)OC)O)OC(=O)C)OC)OC)O)COC
"(6aR,9R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C
(2S)-2-propylpiperidine,CCC[C@H]1CCCCN1
"(1R,9S)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one",C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2
"2-[(2R,6S)-6-[(2S)-2-hydroxy-2-phenylethyl]-1-methylpiperidin-2-yl]-1-phenylethanone",CN1[C@@H](CCC[C@@H]1CC(=O)C2=CC=CC=C2)C[C@@H](C3=CC=CC=C3)O
"(2R,3R,4R,5R,6S)-2-[(2R,3R,4S,5S,6R)-5-hydroxy-6-(hydroxymethyl)-2-[[(1S,2S,7S,10R,11S,14S,15R,16S,17R,20S,23S)-10,14,16,20-tetramethyl-22-azahexacyclo[12.10.0.02,11.05,10.015,23.017,22]tetracos-4-en-7-yl]oxy]-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol",
"(2S,3R,4S,5S,6R)-2-[(2S,3R,4S,5R,6R)-2-[(2R,3R,4R,5R,6R)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(1R,2S,4S,5'S,6S,7S,8R,9S,12S,13S,16S,18S)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-piperidine]-16-yl]oxyoxan-3-yl]oxy-5-hydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",
"[(2S,4R,5S)-4-hydroxy-5-methyloxolan-2-yl]methyl-trimethylazanium",C[C@H]1[C@@H](C[C@H](O1)C[N+](C)(C)C)O
"5-(aminomethyl)-1,2-oxazol-3-one",C1=C(ONC1=O)CN
"2-amino-2-(3-oxo-1,2-oxazol-5-yl)acetic acid",C1=C(ONC1=O)C(C(=O)O)N
"24-methyl-5,7,18,20-tetraoxa-24-azoniahexacyclo[11.11.0.02,10.04,8.014,22.017,21]tetracosa-1(24),2,4(8),9,11,13,15,17(21),22-nonaene",C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6
[3-[2-(dimethylamino)ethyl]-1H-indol-4-yl] dihydrogen phosphate,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O
"2-(3,4,5-trimethoxyphenyl)ethanamine",COC1=CC(=CC(=C1OC)OC)CCN
1-methyl-4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C
"7,10-diazoniatricyclo[8.4.0.02,7]tetradeca-1(14),2,4,6,10,12-hexaene",C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31
"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",CCNC1=NC(=NC(=N1)Cl)NC(C)C
"6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine",CCNC1=NC(=NC(=N1)Cl)NCC
diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidene-lambda5-phosphane,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C
diethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
2-(phosphonomethylamino)acetic acid,C(C(=O)O)NCP(=O)(O)O
"(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC
"1,2,3,4,5,6-hexachlorocyclohexane",C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
"(1R,2S,3S,6R,7R,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene",C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@]5(C(=C([C@@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl
"(1S,2S,3S,6R,7R,8R)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl
"(1R,2R,3R,6S,7S,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene",C1[C@@H]2[C@@H]3[C@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl
"1,5,7,8,9,10,10-heptachlorotricyclo[5.2.1.02,6]deca-3,8-diene",C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl
"(1R,7S)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",C1C2C(C(C1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl
"1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide",C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
"1,2,3,4,5,5,6,7,8,9,10,10-dodecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane",C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl
"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C
naphthalen-1-yl N-methylcarbamate,CNC(=O)OC1=CC=CC2=CC=CC=C21
[(E)-(2-methyl-2-methylsulfanylpropylidene)amino] N-methylcarbamate,
methyl N-(methylcarbamoyloxy)ethanimidothioate,CC(=NOC(=O)NC)SC
