iupac_name,smiles
"2-(cyclohexanecarbonyl)-3,6,7,11b-tetrahydro-1H-pyrazino[2,1-a]isoquinolin-4-one",C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
"4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-N,N-dimethyl-2,2-diphenylbutanamide",CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
"9-methyl-3-[(2-methylimidazol-1-yl)methyl]-2,3-dihydro-1H-carbazol-4-one",CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
4-amino-5-chloro-N-[2-(diethylamino)ethyl]-2-methoxybenzamide,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
6-chloro-3-[1-[3-(2-oxo-3H-benzimidazol-1-yl)propyl]piperidin-4-yl]-1H-benzimidazol-2-one,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
"(E)-1-N'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-N-methyl-2-nitroethene-1,1-diamine",CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C
1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine,CC1=C(N=CN1)CSCCNC(=NC)NC#N
"3-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]-N'-sulfamoylpropanimidamide",
"6-(difluoromethoxy)-2-[(3,4-dimethoxy-2-pyridinyl)methylsulfinyl]-1H-benzimidazole",
"2-[[3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridinyl]methylsulfinyl]-1H-benzimidazole",CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
"6-methoxy-2-[(S)-(4-methoxy-3,5-dimethyl-2-pyridinyl)methylsulfinyl]-1H-benzimidazole",
"methyl 7-[(1R,2R,3R)-3-hydroxy-2-[(E)-4-hydroxy-4-methyloct-1-enyl]-5-oxocyclopentyl]heptanoate",CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O
"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid",CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
"[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate",CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
"(3R,5R)-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-[(2S)-2-methylbutanoyl]oxy-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid",CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O
"(E,3R,5S)-7-[4-(4-fluorophenyl)-2-[methyl(methylsulfonyl)amino]-6-propan-2-ylpyrimidin-5-yl]-3,5-dihydroxyhept-6-enoic acid",CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
"5-(2,5-dimethylphenoxy)-2,2-dimethylpentanoic acid",CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
"methyl (2S)-2-(2-chlorophenyl)-2-(6,7-dihydro-4H-thieno[3,2-c]pyridin-5-yl)acetate",COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
3-[[2-[(4-carbamimidoylanilino)methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoic acid,CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N
"5-chloro-N-[[(5S)-2-oxo-3-[4-(3-oxomorpholin-4-yl)phenyl]-1,3-oxazolidin-5-yl]methyl]thiophene-2-carboxamide",C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl
"1-(4-methoxyphenyl)-7-oxo-6-[4-(2-oxopiperidin-1-yl)phenyl]-4,5-dihydropyrazolo[5,4-c]pyridine-3-carboxamide",COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N
"(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone",CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
"N-(piperidin-2-ylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)benzamide",C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
N-[4-[1-hydroxy-2-(propan-2-ylamino)ethyl]phenyl]methanesulfonamide,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
1-(propan-2-ylamino)-3-[4-(2-propan-2-yloxyethoxymethyl)phenoxy]propan-2-ol,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
"ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene)piperidine-1-carboxylate",CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
2-[4-[1-hydroxy-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-yl]butyl]phenyl]-2-methylpropanoic acid,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O
"3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine",CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
"N,N-dimethyl-1-phenothiazin-10-ylpropan-2-amine",CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
"2-benzhydryloxy-N,N-dimethylethanamine",CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
"(1S,9S,10S)-4-methoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene",CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC
"2-[2-(2,6-dichloroanilino)phenyl]acetic acid",C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetic acid,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
4-[5-(4-methylphenyl)-3-(trifluoromethyl)pyrazol-1-yl]benzenesulfonamide,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
"4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-yl-1lambda6,2-benzothiazine-3-carboxamide",CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
"4-hydroxy-2-methyl-N-(5-methyl-1,3-thiazol-2-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide",CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
"5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid",C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
"2-(2,3-dimethylanilino)benzoic acid",CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
2-phenoxyethanol,C1=CC=C(C=C1)OCCO
"(3S,3aS,5aS,9bS)-3,5a,9-trimethyl-3a,4,5,9b-tetrahydro-3H-benzo[g][1]benzofuran-2,8-dione",C[C@H]1[C@@H]2CC[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C
"(1S,2R,6S,7R)-2,6-dimethyl-4,10-dioxatricyclo[5.2.1.02,6]decane-3,5-dione",C[C@@]12[C@H]3CC[C@@H]([C@@]1(C(=O)OC2=O)C)O3
methyl prop-2-enoate,COC(=O)C=C
ethyl prop-2-enoate,CCOC(=O)C=C
butyl prop-2-enoate,CCCCOC(=O)C=C
methyl 2-methylprop-2-enoate,CC(=C)C(=O)OC
ethenyl acetate,CC(=O)OC=C
2-(chloromethyl)oxirane,C1C(O1)CCl
2-phenyloxirane,C1C(O1)C2=CC=CC=C2
dimethyl sulfate,COS(=O)(=O)OC
diethyl sulfate,CCOS(=O)(=O)OCC
2-methoxy-2-methylpropane,CC(C)(C)OC
"N,N-dimethylnitrous amide",CN(C)N=O
"N,N-diethylnitrous amide",CCN(CC)N=O
"N,N-dimethyl-4-phenyldiazenylaniline",CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2
4-phenylaniline,C1=CC=C(C=C1)C2=CC=C(C=C2)N
naphthalen-2-amine,C1=CC=C2C=C(C=CC2=C1)N
naphthalen-1-amine,C1=CC=C2C(=C1)C=CC=C2N
4-phenyldiazenylaniline,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N
4-nitroso-N-phenylaniline,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O
4-(4-aminophenyl)aniline,C1=CC(=CC=C1C2=CC=C(C=C2)N)N
4-(4-amino-3-methylphenyl)-2-methylaniline,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N
N-(9H-fluoren-2-yl)acetamide,CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2
4-(4-amino-3-methoxyphenyl)-2-methoxyaniline,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N
pyren-1-amine,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)N
formaldehyde,C=O
acetaldehyde,CC=O
oxaldehyde,C(=O)C=O
2-oxopropanal,CC(=O)C=O
"(2E,4E)-hexa-2,4-dienoic acid",C/C=C/C=C/C(=O)O
"propyl 3,4,5-trihydroxybenzoate",CCCOC(=O)C1=CC(=C(C(=C1)O)O)O
cyclohexylsulfamic acid,C1CCC(CC1)NS(=O)(=O)O
"1,1-dioxo-1,2-benzothiazol-3-one",C1=CC=C2C(=C1)C(=O)NS2(=O)=O
ozone,[O-][O+]=O
hydrogen peroxide,OO
sodium peroxide,[O-][O-].[Na+].[Na+]
sulfurochloridic acid,OS(=O)(=O)Cl
sulfurofluoridic acid,OS(=O)(=O)F
"2,4,6,8,9,10-hexaoxa-1lambda5,3lambda5,5lambda5,7lambda5-tetraphosphatricyclo[3.3.1.13,7]decane 1,3,5,7-tetraoxide",O=P12OP3(=O)OP(=O)(O1)OP(=O)(O2)O3
dinitrogen oxide,[N-]=[N+]=O
trifluoro-lambda3-chlorane,FCl(F)F
trifluoro-lambda3-bromane,FBr(F)F
tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl
tetrachlorotitanium,Cl[Ti](Cl)(Cl)Cl
trifluoroborane,B(F)(F)F
trichloroalumane,[Al](Cl)(Cl)Cl
trichlorophosphane,P(Cl)(Cl)Cl
pentachloro-lambda5-phosphane,P(Cl)(Cl)(Cl)(Cl)Cl
phosphoryl trichloride,O=P(Cl)(Cl)Cl
sulfuryl dichloride,O=S(=O)(Cl)Cl
thionyl dichloride,O=S(Cl)Cl
4-nitrosomorpholine,C1COCCN1N=O
1-nitrosopiperidine,C1CCN(CC1)N=O
1-nitrosopyrrolidine,C1CCN(C1)N=O
1-methyl-1-nitrosourea,CN(C(=O)N)N=O
methylimino(oxo)methane,CN=C=O
carbonyl dichloride,C(=O)(Cl)Cl
sulfanylidenemethanone,C(=O)=S
1-chloropropan-2-one,CC(=O)CCl
2-chloroacetonitrile,C(C#N)Cl
2-chloroacetyl chloride,C(C(=O)Cl)Cl
benzoyl chloride,C1=CC=C(C=C1)C(=O)Cl
acetyl chloride,CC(=O)Cl
oxalyl dichloride,C(=O)(C(=O)Cl)Cl
methyl methanesulfonate,COS(=O)(=O)C
ethyl methanesulfonate,CCOS(=O)(=O)C
oxiran-2-ylmethanol,C1C(O1)CO
2-(prop-2-enoxymethyl)oxirane,C=CCOCC1CO1
chloro(chloromethoxy)methane,C(OCCl)Cl
isocyanatobenzene,C1=CC=C(C=C1)N=C=O
"2,4-diisocyanato-1-methylbenzene",CC1=C(C=C(C=C1)N=C=O)N=C=O
"5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane",CC1(CC(CC(C1)(C)CN=C=O)N=C=O)C
"1,6-diisocyanatohexane",C(CCCN=C=O)CCN=C=O
"1,3-dinitrobenzene",C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]
"1,4-dinitrobenzene",C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-]
"1-methyl-2,4-dinitrobenzene",CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]
"2-methyl-1,3-dinitrobenzene",CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-]
"2-methyl-1,3,5-trinitrobenzene",CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
"2,4,6-trichlorophenol",C1=C(C=C(C(=C1Cl)O)Cl)Cl
"2,4,5-trichlorophenol",C1=C(C(=CC(=C1Cl)Cl)Cl)O
"3,5-dinitrophenol",C1=C(C=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-]
"1-chloro-2,4-dinitrobenzene",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl
4-fluoroaniline,C1=CC(=CC=C1N)F
4-nitroquinoline,C1=CC=C2C(=C1)C(=CC=N2)[N+](=O)[O-]
2-nitro-9H-fluorene,C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-]
1-nitropyrene,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-]
2-nitronaphthalene,C1=CC=C2C=C(C=CC2=C1)[N+](=O)[O-]
1-nitronaphthalene,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-]
1-chloro-4-phenylbenzene,C1=CC=C(C=C1)C2=CC=C(C=C2)Cl
1-chloro-3-phenylbenzene,C1=CC=C(C=C1)C2=CC(=CC=C2)Cl
1-chloro-2-phenylbenzene,C1=CC=C(C=C1)C2=CC=CC=C2Cl
"5,5-dichloro-1-phenylcyclohexa-1,3-diene",C1C(=CC=CC1(Cl)Cl)C2=CC=CC=C2
"5,5-dichloro-2-phenylcyclohexa-1,3-diene",C1C=C(C=CC1(Cl)Cl)C2=CC=CC=C2
"cyclohexa-2,5-diene-1,4-dione",C1=CC(=O)C=CC1=O
"cyclohexa-3,5-diene-1,2-dione",C1=CC(=O)C(=O)C=C1
"naphthalene-1,4-dione",C1=CC=C2C(=O)C=CC(=O)C2=C1
dibromomethane,C(Br)Br
bromoform,C(Br)(Br)Br
bromo(dichloro)methane,C(Cl)(Cl)Br
dibromo(chloro)methane,C(Cl)(Br)Br
"1,1-dibromoethane",CC(Br)Br
"1,2-dibromopropane",CC(CBr)Br
"1,3-dibromopropane",C(CBr)CBr
"1,4-dibromobutane",C(CCBr)CBr
trichloro(nitro)methane,C([N+](=O)[O-])(Cl)(Cl)Cl
"1,2,3-trichlorobenzene",C1=CC(=C(C(=C1)Cl)Cl)Cl
"1,3,5-trichlorobenzene",C1=C(C=C(C=C1Cl)Cl)Cl
"2,4-dichloroaniline",C1=CC(=C(C=C1Cl)Cl)N
"3,4-dichloroaniline",C1=CC(=C(C=C1N)Cl)Cl
fluoroethene,C=CF
lead sulfate,[O-]S(=O)(=O)[O-].[Pb+2]
lead carbonate,C(=O)([O-])[O-].[Pb+2]
lead nitrate,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Pb+2]
lead(II) acetate,CC(=O)[O-].CC(=O)[O-].[Pb+2]
cadmium sulfate,[O-]S(=O)(=O)[O-].[Cd+2]
cadmium(II) oxide,[O-2].[Cd+2]
cadmium acetate,CC(=O)[O-].CC(=O)[O-].[Cd+2]
nickel sulfate,[O-]S(=O)(=O)[O-].[Ni+2]
nickel(II) oxide,[O-2].[Ni+2]
cobalt sulfate,[O-]S(=O)(=O)[O-].[Co+2]
"cobalt(II,III) oxide",
chromic acid,O[Cr](=O)(=O)O
potassium chromate,[O-][Cr](=O)(=O)[O-].[K+].[K+]
trichloroarsane,Cl[As](Cl)Cl
diarsenic pentoxide,O=[As](=O)O[As](=O)=O
mercury(II) oxide,O=[Hg]
mercury nitrate,[N+](=O)(O)[O-].[Hg]
thallium sulfate,[O-]S(=O)(=O)[O-].[Tl+].[Tl+]
thallium nitrate,[N+](=O)([O-])[O-].[Tl+]
osmium tetroxide,O=[Os](=O)(=O)=O
chromyl chloride,[O-2].[O-2].[Cl-].[Cl-].[Cr+6]
uranium dioxide,[O-2].[O-2].[U+4]
beryllium oxide,[Be]=O
beryllium sulfate,[Be+2].[O-]S(=O)(=O)[O-]
lead(II) sulfide,[S-2].[Pb+2]
"2,2,2-trifluoroacetic acid",C(=O)(C(F)(F)F)O
3-isothiocyanatoprop-1-ene,C=CCN=C=S
methyl isothiocyanate,CN=C=S
"4-hydroxy-4,6-dihydrofuro[3,2-c]pyran-2-one",C1C=C2C(=CC(=O)O2)C(O1)O
"(4S,12E)-16,18-dihydroxy-4-methyl-3-oxabicyclo[12.4.0]octadeca-1(14),12,15,17-tetraene-2,8-dione",C[C@H]1CCCC(=O)CCC/C=C/C2=C(C(=CC(=C2)O)O)C(=O)O1
"(1R,2R,3S,7R,9R,10R,12S)-3,10-dihydroxy-2-(hydroxymethyl)-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-4-one",CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O)C)CO
"furo[3,2-g]chromen-7-one",C1=CC(=O)OC2=CC3=C(C=CO3)C=C21
"9-methoxyfuro[3,2-g]chromen-7-one",COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
"[(4S,6S,7R,8S)-11-amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),11-dien-8-yl]methyl carbamate",CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N
6-(3-methyl-5-nitroimidazol-4-yl)sulfanyl-7H-purine,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
"3,7-dihydropurine-6-thione",C1=NC2=C(N1)C(=S)N=CN2
"5-fluoro-1H-pyrimidine-2,4-dione",C1=C(C(=O)NC(=O)N1)F
4-methylsulfonyloxybutyl methanesulfonate,CS(=O)(=O)OCCCCOS(=O)(=O)C
4-[4-[bis(2-chloroethyl)amino]phenyl]butanoic acid,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
(2S)-2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl
"1,3-bis(2-chloroethyl)-1-nitrosourea",C(CCl)NC(=O)N(CCCl)N=O
1-(2-chloroethyl)-3-cyclohexyl-1-nitrosourea,C1CCC(CC1)NC(=O)N(CCCl)N=O
"3-methyl-4-oxoimidazo[5,1-d][1,2,3,5]tetrazine-8-carboxamide",CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
4-[(E)-dimethylaminodiazenyl]-1H-imidazole-5-carboxamide,CN(C)/N=N/C1=C(NC=N1)C(=O)N
"1-methyl-1-nitroso-3-[(2S,3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]urea",CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoic acid",C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid",C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
2-(2-hydroxyethoxy)ethanol,C(COCCO)O
5-(hydroxymethyl)furan-2-carbaldehyde,C1=C(OC(=C1)C=O)CO
1-chloro-2-(2-chloroethoxy)ethane,C(CCl)OCCCl
"acridine-3,6-diamine",C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N
